time	nose_x	nose_y	r_shoulder_x	r_shoulder_y	l_shoulder_x	l_shooulder_t	cursor_x	cursor_y	block	repetition	target	trial	state	comeback	is_blind	at_home	count_mouse	score
20531.25722200051	0.5261157751083374	0.5626340508460999	0.30711764097213745	0.879841148853302	0.7866520285606384	0.8763924837112427	931.2060368792004	322.0893278357485	1	1	0	1	0	1	0	1	0	0
20564.37399500236	0.5282403230667114	0.5654681921005249	0.3053687512874603	0.8833405375480652	0.7982427477836609	0.8881596326828003	950.1470516573496	328.34218143058	1	1	0	1	0	1	0	1	0	0
20597.46622800082	0.5282403230667114	0.5654681921005249	0.3053687512874603	0.8833405375480652	0.7982427477836609	0.8881596326828003	963.7496933219979	329.7116987371577	1	1	0	1	0	1	0	1	0	0
20630.614631999284	0.5282403230667114	0.5654681921005249	0.3053687512874603	0.8833405375480652	0.7982427477836609	0.8881596326828003	984.9494165538946	326.86206624684917	1	1	0	1	0	1	0	1	0	0
20663.699048999697	0.5282403230667114	0.5654681921005249	0.3053687512874603	0.8833405375480652	0.7982427477836609	0.8881596326828003	998.4837634188212	323.93322040585565	1	1	0	1	0	1	0	1	0	0
20696.858038000762	0.5278874635696411	0.5594131946563721	0.30600011348724365	0.8820606470108032	0.7912596464157104	0.8850132822990417	1044.6435869255959	311.6144161327651	1	1	0	1	0	1	0	1	0	0
20729.960510000587	0.5278874635696411	0.5594131946563721	0.30600011348724365	0.8820606470108032	0.7912596464157104	0.8850132822990417	1073.6306978982334	303.19091855241624	1	1	0	1	0	1	0	1	0	0
20763.047691002488	0.5278874635696411	0.5594131946563721	0.30600011348724365	0.8820606470108032	0.7912596464157104	0.8850132822990417	1096.32301422202	296.9383325171761	1	1	0	1	0	1	0	1	0	0
20797.27786400169	0.5278874635696411	0.5594131946563721	0.30600011348724365	0.8820606470108032	0.7912596464157104	0.8850132822990417	1111.132901974242	293.5568467468007	1	1	0	1	0	1	0	1	0	0
20830.369945999235	0.5278874635696411	0.5594131946563721	0.30600011348724365	0.8820606470108032	0.7912596464157104	0.8850132822990417	1118.4899840758071	292.77756359065273	1	1	0	1	0	1	0	1	0	0
20863.43855199963	0.5313535928726196	0.5494388341903687	0.30664971470832825	0.8829509615898132	0.7957468032836914	0.8892460465431213	1122.4116572683931	295.33465902766375	1	1	0	1	0	1	0	1	0	0
20896.510976999998	0.5313535928726196	0.5494388341903687	0.30664971470832825	0.8829509615898132	0.7957468032836914	0.8892460465431213	1134.065578949131	301.5975589115686	1	1	0	1	0	1	0	1	0	0
20929.596084002405	0.5313535928726196	0.5494388341903687	0.30664971470832825	0.8829509615898132	0.7957468032836914	0.8892460465431213	1140.4737683987116	304.1025532434767	1	1	0	1	0	1	0	1	0	0
20962.686868000776	0.5313535928726196	0.5494388341903687	0.30664971470832825	0.8829509615898132	0.7957468032836914	0.8892460465431213	1147.7331844657483	306.6227573003707	1	1	0	1	0	1	0	1	0	0
20995.796511001885	0.5295707583427429	0.5531599521636963	0.30521565675735474	0.8825749754905701	0.7920390963554382	0.8840448260307312	1163.338375129811	311.31792238879245	1	1	0	1	0	1	0	1	0	0
21028.865522999316	0.5295707583427429	0.5531599521636963	0.30521565675735474	0.8825749754905701	0.7920390963554382	0.8840448260307312	1183.0025983748328	316.6381106028389	1	1	0	1	0	1	0	1	0	0
21061.974369000643	0.5295707583427429	0.5531599521636963	0.30521565675735474	0.8825749754905701	0.7920390963554382	0.8840448260307312	1187.2193013410324	317.8667216740155	1	1	0	1	0	1	0	1	0	0
21095.05677600205	0.5295707583427429	0.5531599521636963	0.30521565675735474	0.8825749754905701	0.7920390963554382	0.8840448260307312	1191.7404825485328	319.5385378417534	1	1	0	1	0	1	0	1	0	0
21128.35744100064	0.5352755784988403	0.5391918420791626	0.3048325777053833	0.8858304619789124	0.7974368333816528	0.8866361379623413	1192.0862316222472	320.59713612065224	1	1	0	1	0	1	0	1	0	0
21161.436961002648	0.5352755784988403	0.5391918420791626	0.3048325777053833	0.8858304619789124	0.7974368333816528	0.8866361379623413	1190.841578803788	322.50203278460833	1	1	0	1	0	1	0	1	0	0
21194.519136000425	0.5352755784988403	0.5391918420791626	0.3048325777053833	0.8858304619789124	0.7974368333816528	0.8866361379623413	1190.0486039905936	326.0340947990097	1	1	0	1	0	1	0	1	0	0
21227.61929300055	0.5352755784988403	0.5391918420791626	0.3048325777053833	0.8858304619789124	0.7974368333816528	0.8866361379623413	1191.0208588482603	333.3478719411024	1	1	0	1	0	1	0	1	0	0
21260.69983400032	0.5352755784988403	0.5391918420791626	0.3048325777053833	0.8858304619789124	0.7974368333816528	0.8866361379623413	1192.8351422018563	338.3220208236005	1	1	0	1	0	1	0	1	0	0
21293.79135100171	0.5338091850280762	0.5380638837814331	0.302286297082901	0.8852049112319946	0.7910897731781006	0.8836114406585693	1196.119975982545	344.15380400378353	1	1	0	1	0	1	0	1	0	0
21326.883333999664	0.5338091850280762	0.5380638837814331	0.302286297082901	0.8852049112319946	0.7910897731781006	0.8836114406585693	1198.876493459117	346.41979306582886	1	1	0	1	0	1	0	1	0	0
